corr,key1,key2,shift,Piece-wise_shift,amplitude_clipping,comment,noise_level,part_of_audio_missing
0.101558904047349,EMO_3355_1_0,EMO_3355_2_0,0.0431875,,,,2.0,
0.009289411531723,EMO_3359_1_0,EMO_3359_2_0,0.0413125,,x,,2.0,
0.140231063577897,EMO_3369_1_0,EMO_3369_2_0,0.032125,,,,1.0,
0.090565964181358,EMO_3394_1_0,EMO_3394_2_0,0.0493125,,,child can hardly be heard,1.0,
0.384571065690166,EMO_3457_1_0,EMO_3457_2_0,0.029125,,,,1.0,
0.27474320007074604,EMO_3461_1_0,EMO_3461_2_0,0.024625,,,,1.0,
0.47956872454103,EMO_3486_1_0,EMO_3486_2_0,0.0555625,,,,1.0,
0.093238101075097,EMO_3510_1_0,EMO_3510_2_0,0.03075,,,Partly Spanish?,1.0,
0.534203637623572,EMO_3564_1_0,EMO_3564_2_0,0.016375,,,,2.0,
0.622177678679266,EMO_3631_1_0,EMO_3631_2_0,0.0255625,,,,1.0,
0.737388048984821,EMO_3712_1_0,EMO_3712_2_0,0.0289375,,,,2.0,
0.485427020885356,EMO_3719_1_0,EMO_3719_2_0,0.02625,,,,1.0,
0.099524055341703,EMO_3826_1_0,EMO_3826_2_0,0.0464375,,,,2.0,
0.170832996497828,EMO_3835_1_0,EMO_3835_2_0,0.03,,,,1.0,
0.07798299508506,EMO_3841_1_0,EMO_3841_2_0,0.0263125,,,,1.0,
0.11293073816067806,EMO_3945_1_0,EMO_3945_2_0,0.05225,,,,1.0,
0.083813700413083,EMO_3960_1_0,EMO_3960_2_0,0.054125,,,,1.0,
0.09140377319496304,EMO_3978_1_0,EMO_3978_2_0,0.041125,,,,1.0,
0.007933574368569,EMO_3984_1_0,EMO_3984_2_0,0.0583125,,,,2.0,
0.168568280975626,EMO_3992_1_0,EMO_3992_2_0,0.027875,,,child can hardly be heard,1.0,
0.112995190827127,EMO_4002_1_0,EMO_4002_2_0,0.0386875,,,,2.0,
0.415256909017506,EMO_4020_1_0,EMO_4020_2_0,0.03225,,,,2.0,
0.11089106081097,EMO_4057_1_0,EMO_4057_2_0,0.0245625,,,,1.0,
0.626093271442398,EMO_4062_1_0,EMO_4062_2_0,0.0489375,,,,2.0,
0.482109575497223,EMO_4067_1_0,EMO_4067_2_0,0.045625,,,,1.0,
0.10818146717774302,EMO_4107_1_0,EMO_4107_2_0,0.041125,,,,1.0,
0.360715954733187,EMO_4145_1_0,EMO_4145_2_0,0.0438125,,,,1.0,
0.22389053075578,EMO_4148_1_0,EMO_4148_2_0,0.043625,,,child can hardly be heard,1.0,
0.004981467399493,EMO_4160_1_0,EMO_4160_2_0,0.0246875,,x,,2.0,
0.113159892945576,EMO_4193_1_0,EMO_4193_2_0,0.034875,,,child can hardly be heard,1.0,
0.274487046296431,EMO_4194_1_0,EMO_4194_2_0,0.0493125,,,,1.0,
0.10168654935807198,EMO_4198_1_0,EMO_4198_2_0,0.0183125,,,,1.0,
0.093027644900519,EMO_4262_1_0,EMO_4262_2_0,0.0300625,,,,1.0,
0.07541313860412899,EMO_4263_1_0,EMO_4263_2_0,0.043,,,,1.0,
0.099029172984679,EMO_4378_1_0,EMO_4378_2_0,0.04825,,,,1.0,
0.008094877850801999,EMO_4396_1_0,EMO_4396_2_0,-3.853875,,,,1.0,
0.6883585348066721,EMO_4401_1_0,EMO_4401_2_0,0.0365625,,,,1.0,
0.031814301270892,EMO_4452_1_0,EMO_4452_2_0,-214.80575,,,,2.0,
0.07583071609903097,EMO_4462_1_0,EMO_4462_2_0,96.32175,,,,1.0,
0.086181758418133,EMO_4470_1_0,EMO_4470_2_0,0.041,,,,1.0,
0.3772179310273,EMO_4485_1_0,EMO_4485_2_0,0.0530625,,,,1.0,
0.153530779325298,EMO_4490_1_0,EMO_4490_2_0,0.034,,,,1.0,
0.007307650886967,EMO_4497_1_0,EMO_4497_2_0,0.0375625,,x,,2.0,
0.462377549521219,EMO_4503_1_0,EMO_4503_2_0,0.0528125,,,,1.0,
0.668587271452054,EMO_4583_1_0,EMO_4583_2_0,0.0435625,,,,1.0,
0.167618780144445,EMO_4628_1_0,EMO_4628_2_0,0.045625,,,,1.0,
0.090847032066954,EMO_4683_1_0,EMO_4683_2_0,0.03575,,,,2.0,
0.117499352505473,EMO_4702_1_0,EMO_4702_2_0,0.0381875,,,,1.0,
0.3107612313987461,EMO_4708_1_0,EMO_4708_2_0,0.026,,,,1.0,
0.102638427019139,EMO_4709_1_0,EMO_4709_2_0,0.038375,,,,2.0,
0.307402285848638,EMO_4712_1_0,EMO_4712_2_0,0.0468125,,,,1.0,
0.24965401356458605,EMO_4734_1_0,EMO_4734_2_0,0.04575,,,,0.0,
0.332050328218949,EMO_4889_1_0,EMO_4889_2_0,0.0424375,,,,2.0,
0.128421503449973,EMO_4901_1_0,EMO_4901_2_0,0.0565,,,,0.0,
0.237059823016938,EMO_4920_1_0,EMO_4920_2_0,0.0361875,,,,2.0,
0.176903562078966,EMO_4947_1_0,EMO_4947_2_0,0.0443125,,,,1.0,
0.133933951287975,EMO_4949_1_0,EMO_4949_2_0,0.069875,,,child can hardly be heard,2.0,
0.39613024116494,EMO_5041_1_0,EMO_5041_2_0,0.031,,,child can hardly be heard,2.0,
0.12988221062383098,EMO_5083_1_0,EMO_5083_2_0,0.0415625,,,,1.0,
0.21277032966737505,EMO_5085_1_0,EMO_5085_2_0,0.0300625,,,,1.0,
0.137297357501108,EMO_5205_1_0,EMO_5205_2_0,0.044,,,,2.0,
0.204216671858607,EMO_6026_1_0,EMO_6026_2_0,0.033625,,,,2.0,
0.127882333573825,EMO_6070_1_0,EMO_6070_2_0,0.0570625,,,,1.0,
0.432099125140206,EMO_6075_1_0,EMO_6075_2_0,0.043875,,,,2.0,
0.011186383810137,EMO_6189_1_0,EMO_6189_2_0,42.12875,,,,1.0,
0.22806596020333106,EMO_6226_1_0,EMO_6226_2_0,0.03075,,,,1.0,
0.109718344276025,EMO_6273_1_0,EMO_6273_2_0,0.0490625,,,,2.0,
0.4628196807029311,EMO_6367_1_0,EMO_6367_2_0,0.04775,,,child can hardly be heard,1.0,
0.158049824486827,EMO_6370_1_0,EMO_6370_2_0,0.0429375,x,,,1.0,
0.20939837718895,EMO_6375_1_0,EMO_6375_2_0,0.0505625,,,,2.0,
0.136649183944825,EMO_6568_1_0,EMO_6568_2_0,0.0424375,,,,1.0,
0.025479935483566,TPOT_0017_1_1,TPOT_0017_2_1,-0.120625,,,,1.0,
0.069889299846342,TPOT_0017_1_2,TPOT_0017_2_2,0.036875,,,,1.0,
0.028858994811091,TPOT_0065_1_1,TPOT_0065_2_1,-0.6706875,,,,2.0,
0.016018759231667,TPOT_0065_1_2,TPOT_0065_2_2,-0.146625,,,,1.0,
0.017238722503726003,TPOT_0125_1_1,TPOT_0125_2_1,0.5473125,x,x,,3.0,
0.019770591537224,TPOT_0125_1_2,TPOT_0125_2_2,-0.827375,,x,,1.0,
0.031187964087706008,TPOT_0293_1_1,TPOT_0293_2_1,0.4773125,x,,,0.0,
0.027384512257878,TPOT_0293_1_2,TPOT_0293_2_2,0.695125,x,,,0.0,
0.02456934016491,TPOT_0404_1_1,TPOT_0404_2_1,0.89475,x,,,0.0,
0.023629160738183,TPOT_0404_1_2,TPOT_0404_2_2,0.0071875,x,,,0.0,
0.015233296087926,TPOT_0453_1_1,TPOT_0453_2_1,0.0846875,x,x,,0.0,
0.024445300703215,TPOT_0453_1_2,TPOT_0453_2_2,0.285125,x,x,,0.0,
0.06514279273721499,TPOT_0495_1_2,TPOT_0495_2_2,0.5420625,x,,,0.0,
0.051251739537402,TPOT_0637_1_1,TPOT_0637_2_1,0.422,x,,,0.0,
0.026523398680329,TPOT_0637_1_2,TPOT_0637_2_2,0.396875,x,x,,0.0,
0.020838026880129,TPOT_0640_1_1,TPOT_0640_2_1,0.368125,x,x,,0.0,
0.030993719181537007,TPOT_0640_1_2,TPOT_0640_2_2,-0.3101875,x,x,,0.0,
0.035980104404865994,TPOT_0665_1_1,TPOT_0665_2_1,-0.0365625,x,,,0.0,
0.033528357678228995,TPOT_0665_1_2,TPOT_0665_2_2,0.56175,x,,,0.0,
0.018775972066793,TPOT_0669_1_1,TPOT_0669_2_1,0.0115625,x,,,0.0,
0.019653697853661,TPOT_0669_1_2,TPOT_0669_2_2,-0.28025,x,,,0.0,
0.022069292512752005,TPOT_0678_1_1,TPOT_0678_2_1,0.0398125,x,,,0.0,
0.028133177028769,TPOT_0678_1_2,TPOT_0678_2_2,-0.302625,x,,,0.0,
0.029061198668035,TPOT_0701_1_1,TPOT_0701_2_1,-0.6946875,x,,,0.0,
0.024718200615869,TPOT_0701_1_2,TPOT_0701_2_2,-0.4579375,x,,,0.0,
0.027017516002829,TPOT_0709_1_1,TPOT_0709_2_1,-0.519875,x,,,0.0,
0.018699469003716,TPOT_0709_1_2,TPOT_0709_2_2,0.0023125,x,,,0.0,
0.06014513904745501,TPOT_0757_1_1,TPOT_0757_2_1,0.1016875,x,,,0.0,
0.021718603685516,TPOT_0757_1_2,TPOT_0757_2_2,-0.2113125,x,,,0.0,
0.0267338189375,TPOT_0776_1_1,TPOT_0776_2_1,-0.1395625,x,,,0.0,
0.029902743516025006,TPOT_0776_1_2,TPOT_0776_2_2,-0.244375,x,,,0.0,
0.018496122886012,TPOT_0812_1_1,TPOT_0812_2_1,0.0773125,x,,,0.0,
0.018861688462007,TPOT_0812_1_2,TPOT_0812_2_2,0.4995,x,,,0.0,
0.023767618091344,TPOT_0813_1_1,TPOT_0813_2_1,0.046375,x,,,0.0,
0.034999117290838,TPOT_0813_1_2,TPOT_0813_2_2,-0.7011875,x,,,0.0,
0.023622174358947003,TPOT_0819_1_1,TPOT_0819_2_1,-0.09575,x,,,0.0,
0.008665290317564002,TPOT_0819_1_2,TPOT_0819_2_2,-0.3221875,x,,,0.0,
0.027015412251862003,TPOT_0825_1_1,TPOT_0825_2_1,0.0985625,x,,,0.0,
0.02233375137332,TPOT_0825_1_2,TPOT_0825_2_2,-0.52275,,,,0.0,
0.005367778837220999,TPOT_1046_1_1,TPOT_1046_2_1,-0.8931875,,x,,0.0,
0.005081029013142,TPOT_1046_1_2,TPOT_1046_2_2,-0.030125,x,x,,0.0,
0.00978820857291,TPOT_1046_1_3,TPOT_1046_2_3,0.6105625,x,,,1.0,
0.016186021058246,TPOT_1054_1_1,TPOT_1054_2_1,1.033875,x,,,0.0,
0.016080910320331,TPOT_1054_1_2,TPOT_1054_2_2,0.238625,x,,,0.0,
0.005153745255289,TPOT_1070_1_1,TPOT_1070_2_1,0.015875,x,x,,0.0,
0.004297888503683,TPOT_1070_1_2,TPOT_1070_2_2,-0.093875,,x,,0.0,
0.00970365147375,TPOT_1070_1_3,TPOT_1070_2_3,-0.3301875,,x,,0.0,
0.035257407161589,TPOT_1131_1_1,TPOT_1131_2_1,-0.42,x,,,1.0,
0.00210110539093,TPOT_1131_1_2,TPOT_1131_2_2,-0.06175,x,,,1.0,
0.020609561554269,TPOT_1135_1_1,TPOT_1135_2_1,0.5871875,x,,,1.0,
0.022257077255017004,TPOT_1135_1_2,TPOT_1135_2_2,0.165375,x,,,0.0,
0.004939708075018,TPOT_1136_1_1,TPOT_1136_2_1,0.2496875,x,,,1.0,
0.024343931377871005,TPOT_1136_1_2,TPOT_1136_2_2,1.0920625,x,,,0.0,
0.03124467018175,TPOT_1140_1_1,TPOT_1140_2_1,0.214,,,,1.0,
0.029966137491653,TPOT_1140_1_2,TPOT_1140_2_2,-0.01375,x,,,0.0,
0.008139836833176,TPOT_1141_1_1,TPOT_1141_2_1,0.33325,,,,1.0,
0.004090205768284999,TPOT_1141_1_2,TPOT_1141_2_2,0.126625,,x,,0.0,
0.044954231121505,TPOT_1142_1_1,TPOT_1142_2_1,0.3275,x,,,0.0,
0.058172541156908,TPOT_1142_1_2,TPOT_1142_2_2,-0.2143125,x,,,1.0,
0.008615906641346,TPOT_1224_1_1,TPOT_1224_2_1,0.6548125,,x,,0.0,
0.008941731191007,TPOT_1224_1_2,TPOT_1224_2_2,0.5446875,,,,0.0,
0.005372176467719,TPOT_1247_1_1,TPOT_1247_2_1,-0.5495,x,x,,0.0,
0.008085589051898,TPOT_1247_1_2,TPOT_1247_2_2,0.1185625,x,x,,0.0,
0.008695376179905,TPOT_1247_1_3,TPOT_1247_2_3,0.986,x,x,,0.0,
0.008061104520599001,TPOT_1317_1_1,TPOT_1317_2_1,0.0980625,x,x,,0.0,
0.008000893074479999,TPOT_1317_1_2,TPOT_1317_2_2,0.2645625,,,,0.0,
0.018690154545847,TPOT_1317_1_3,TPOT_1317_2_3,-0.0371875,x,,,0.0,
0.006505536291253,TPOT_1373_1_1,TPOT_1373_2_1,0.430125,x,x,,1.0,
0.0031320615119800003,TPOT_1373_1_2,TPOT_1373_2_2,0.0876875,x,,,1.0,
0.010722600921262,TPOT_1373_1_3,TPOT_1373_2_3,-1.129625,x,,,1.0,
0.019245651577586,TPOT_1379_1_1,TPOT_1379_2_1,-0.4376875,x,,,1.0,
0.030194554744611,TPOT_1379_1_2,TPOT_1379_2_2,-0.5408125,,x,,1.0,
0.013272556781069,TPOT_1387_1_1,TPOT_1387_2_1,0.3458125,x,x,,1.0,
0.007705420134091998,TPOT_1387_1_2,TPOT_1387_2_2,0.1804375,x,x,,1.0,
0.014670658429353996,TPOT_1387_1_3,TPOT_1387_2_3,-0.1871875,,x,,0.0,
0.011565053127297,TPOT_1487_1_1,TPOT_1487_2_1,-1.0416875,x,x,,0.0,
0.006222409415289999,TPOT_1487_1_2,TPOT_1487_2_2,0.6494375,x,x,,0.0,
0.01547213989753,TPOT_1487_1_3,TPOT_1487_2_3,0.931625,,x,,0.0,
0.034072228309110004,TPOT_1615_1_1,TPOT_1615_2_1,0.399,x,,,1.0,
0.08540573501893403,TPOT_1615_1_2,TPOT_1615_2_2,0.422,x,,,0.0,
0.026713517571448,TPOT_1619_1_1,TPOT_1619_2_1,-0.9196875,x,,,0.0,
0.04791966288960501,TPOT_1619_1_2,TPOT_1619_2_2,-0.381125,x,,,0.0,
0.03244007471403,TPOT_1622_1_1,TPOT_1622_2_1,0.12325,x,x,,1.0,
0.036177552255832,TPOT_1622_1_2,TPOT_1622_2_2,-0.038375,x,x,,1.0,
0.005972058783059,TPOT_1627_1_1,TPOT_1627_2_1,0.2114375,x,x,,0.0,
0.006628364294293,TPOT_1627_1_2,TPOT_1627_2_2,0.1011875,,x,,0.0,
0.022189809586211,TPOT_1627_1_3,TPOT_1627_2_3,-0.642625,,x,,0.0,
0.02268693151385,TPOT_1629_1_1,TPOT_1629_2_1,0.035125,,x,,0.0,
0.016061854841455,TPOT_1629_1_2,TPOT_1629_2_2,-0.3956875,x,x,,0.0,
0.009593278511918,TPOT_1666_1_1,TPOT_1666_2_1,0.5310625,x,x,,0.0,
0.006410677377739001,TPOT_1666_1_2,TPOT_1666_2_2,1.078875,x,x,,0.0,
0.006850368262799,TPOT_1666_1_3,TPOT_1666_2_3,0.3991875,,x,,0.0,
0.011266851119283,TPOT_1752_1_1,TPOT_1752_2_1,0.333875,x,,,0.0,
0.009819900491139,TPOT_1752_1_2,TPOT_1752_2_2,-0.377125,x,,,0.0,
0.018130867051753,TPOT_1752_1_3,TPOT_1752_2_3,0.837875,,,,0.0,
0.005776860263633001,TPOT_1932_1_1,TPOT_1932_2_1,-0.9795625,,,,1.0,
0.007992610801478001,TPOT_1932_1_2,TPOT_1932_2_2,-0.4996875,x,,,1.0,
0.010445570662825,TPOT_1932_1_3,TPOT_1932_2_3,-0.4126875,x,,,0.0,
0.005714465604525,TPOT_1980_1_1,TPOT_1980_2_1,0.162,x,,,1.0,
0.005219692098319,TPOT_1980_1_2,TPOT_1980_2_2,-0.1466875,,,,0.0,
0.00871598426071,TPOT_1980_1_3,TPOT_1980_2_3,0.147375,x,,,0.0,
0.008809878142591999,TPOT_2013_1_1,TPOT_2013_2_1,-0.5178125,x,x,,0.0,
0.005847627114820999,TPOT_2013_1_2,TPOT_2013_2_2,-0.1180625,x,x,,0.0,
0.010181126970041,TPOT_2013_1_3,TPOT_2013_2_3,0.2319375,,x,,0.0,
0.005006166316948,TPOT_2019_1_1,TPOT_2019_2_1,0.7995,x,x,,0.0,
0.007569314059605,TPOT_2019_1_2,TPOT_2019_2_2,0.8346875,,x,,0.0,
0.013151466341999,TPOT_2019_1_3,TPOT_2019_2_3,-0.055125,,x,,0.0,
0.006538134165496,TPOT_2068_1_1,TPOT_2068_2_1,0.62975,x,,,0.0,
0.013292534777871,TPOT_2068_1_2,TPOT_2068_2_2,-0.9444375,x,,,0.0,
0.012197070540692,TPOT_2068_1_3,TPOT_2068_2_3,0.3605,x,,,0.0,
0.004535094082998,TPOT_2108_1_1,TPOT_2108_2_1,0.59825,,x,,0.0,
0.005151081845517999,TPOT_2108_1_2,TPOT_2108_2_2,-0.0760625,x,x,,0.0,
0.008677972500978001,TPOT_2108_1_3,TPOT_2108_2_3,0.3325,,x,,0.0,
0.008194024961378001,TPOT_2133_1_1,TPOT_2133_2_1,1.0500625,,,,1.0,
0.01074644766006,TPOT_2133_1_2,TPOT_2133_2_2,0.3785,x,,,1.0,
0.013984131399633998,TPOT_2133_1_3,TPOT_2133_2_3,0.89975,,,,1.0,
0.006751900843899,TPOT_2147_1_1,TPOT_2147_2_1,0.2701875,x,,,1.0,
0.004794382117554,TPOT_2147_1_2,TPOT_2147_2_2,-0.987,x,,,1.0,
0.017636021349112,TPOT_2147_1_3,TPOT_2147_2_3,-0.4825625,,,,0.0,
0.008291870180668,TPOT_2316_1_1,TPOT_2316_2_1,0.73175,,,,1.0,
0.007207286300466999,TPOT_2316_1_2,TPOT_2316_2_2,-0.1396875,x,,,1.0,
0.017599892253928,TPOT_2316_1_3,TPOT_2316_2_3,0.99275,,,,1.0,
0.008629840212142999,TPOT_2338_1_1,TPOT_2338_2_1,0.352625,x,,,1.0,
0.009893135553312,TPOT_2338_1_2,TPOT_2338_2_2,0.1253125,x,,,1.0,
0.014533888335329,TPOT_2338_1_3,TPOT_2338_2_3,0.309125,,,,1.0,
0.005682018572838001,TPOT_2402_1_1,TPOT_2402_2_1,-0.5153125,x,,,0.0,
0.007673251518706998,TPOT_2402_1_2,TPOT_2402_2_2,0.2329375,,,,0.0,
0.013573632034606,TPOT_2402_1_3,TPOT_2402_2_3,0.12025,x,,,0.0,
0.00912429863188,TPOT_2425_1_1,TPOT_2425_2_1,-0.8589375,x,,,1.0,
0.006964708945492,TPOT_2425_1_2,TPOT_2425_2_2,0.39925,x,,,1.0,
0.0215955626174,TPOT_2425_1_3,TPOT_2425_2_3,0.1818125,x,,,1.0,
0.005471769599156,TPOT_2612_1_1,TPOT_2612_2_1,-0.187875,x,,,1.0,
0.005947205004284,TPOT_2612_1_2,TPOT_2612_2_2,0.470125,x,,,0.0,
0.008895502184452,TPOT_2612_1_3,TPOT_2612_2_3,-0.7175,x,x,,0.0,
0.008652937618843,TPOT_2618_1_1,TPOT_2618_2_1,0.357375,,,,0.0,
0.008630967620171999,TPOT_2618_1_2,TPOT_2618_2_2,-0.064,x,x,,0.0,
0.013515444975983998,TPOT_2618_1_3,TPOT_2618_2_3,0.726125,,x,,0.0,
0.0033750314552270003,TPOT_2619_1_1,TPOT_2619_2_1,-0.10225,x,x,,1.0,
0.004091406276390999,TPOT_2619_1_2,TPOT_2619_2_2,0.020625,x,x,,0.0,
0.045837543061213,TPOT_2619_1_3,TPOT_2619_2_3,-0.901375,,x,,1.0,
0.005515952757945,TPOT_2629_1_1,TPOT_2629_2_1,0.7665,x,x,,0.0,
0.008334834045634,TPOT_2629_1_2,TPOT_2629_2_2,-0.8533125,x,,,0.0,
0.014833683635171003,TPOT_2629_1_3,TPOT_2629_2_3,1.01,,x,,0.0,
0.004394432543091,TPOT_2630_1_1,TPOT_2630_2_1,0.5289375,,x,,0.0,
0.005522205762745999,TPOT_2630_1_2,TPOT_2630_2_2,0.5165625,x,x,,0.0,
0.006488164034832,TPOT_2630_1_3,TPOT_2630_2_3,0.281875,x,x,,0.0,
0.006904163727014,TPOT_2639_1_1,TPOT_2639_2_1,-0.23875,x,x,,0.0,
0.009385983912745,TPOT_2639_1_2,TPOT_2639_2_2,-0.2231875,x,x,,0.0,
0.016155730098013,TPOT_2639_1_3,TPOT_2639_2_3,0.2509375,,x,,0.0,
0.0075124393844449985,TPOT_2643_1_1,TPOT_2643_2_1,-0.1529375,,,,0.0,
0.010477991488228,TPOT_2643_1_2,TPOT_2643_2_2,0.07200000000000001,,,,1.0,
0.016619636696533997,TPOT_2643_1_3,TPOT_2643_2_3,-0.280625,x,,,1.0,
0.015481387296582,TPOT_2644_1_1,TPOT_2644_2_1,-0.6775,x,,,0.0,
0.012297296280216998,TPOT_2644_1_2,TPOT_2644_2_2,0.3035,,,,0.0,
0.014433432037071996,TPOT_2644_1_3,TPOT_2644_2_3,0.5080625,,,,0.0,
